Marca temporal,A quin centre educatiu estàs?,A quin curs vas?,Curs processat,Gènere?,El cervell...,El context...,Els automatismes del cervell...,El cervell humà...,Els anuncis publicitaris...,la informació que consumim i la manera en que parlem...,La discriminació...,Penses que el coneixement científic ajuda a combatre situacions de discriminació?,M'agraden les ciències,considero,Veig la utilitat de la ciència en els nostres problemes del dia a dia,T'ha agradat el taller?,"Si us plau, comenta si hi ha alguna cosa que t'ha agradat molt o alguna que no t'ha agradat gens",Mitjana,Bona nota
6/2/2023 10:00,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,pot ser explotada pels mags,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Depèn el tipus de màgia que vulguis fer,No,"No, no m'agraden",No,8,M’agrada’t els trucs de les cartes,"0,8333333333",Bona nota
6/2/2023 12:26,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,manipulen la nostra memòria,ens permet parar atenció a tot,és molt limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,Si,Si,10,El truc dels daus,"0,5",Mala nota
6/2/2023 12:26,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,els mags mai les utilitzen,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,no cal practicar,No,Si,Si,Si,10,M'ha agradar molt el taller,"0,5",Mala nota
6/2/2023 12:27,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,ens permet parar atenció a tot,és molt limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,No,"No, no m'agraden",Si,8,Tot ha estat molt bé.,"0,6666666667",Mala nota
6/2/2023 12:27,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,totes les anteriors són correctes,totes són correctes,no poden ser mai manipulades pels mags,cal practicar tant moviments de mans com la presentació,No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,Dos trucks de magia i tota l’explicacio,"0,6666666667",Mala nota
6/2/2023 12:27,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,és molt limitada,totes són falses,cal practicar tant moviments de mans com la presentació,No,Si,"No, no m'agraden",Si,10,M’agrada el mag que era molt alegre i agradable.,"0,6666666667",Mala nota
6/2/2023 12:28,Adela de Trenquelleon,2n ESO,2n ESO,Altres / no aplica,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,No,8,M’ha agradat aprendre a fer un truc de màgia.,1,Bona nota
6/2/2023 12:28,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,és molt limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,No,"No, m'agradaria però són molt difícils o no em veig capaç",Si,7,M’agradat poder participar en trucs de màgia ,"0,8333333333",Bona nota
6/2/2023 12:28,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,manipulen la nostra memòria,detecta els canvis quan es produeixen a poc a poc,és molt limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,8,M’agradat tot.,"0,5",Mala nota
6/2/2023 12:28,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,pot ser explotada pels mags,són sempre correctes,cal practicar tant moviments de mans com la presentació,Si,Més o menys,"No, no m'agraden",Si,9,M’ha agradat molt com explicava les coses,"0,6666666667",Mala nota
6/2/2023 12:28,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,és molt limitada,totes són falses,cal practicar tant moviments de mans com la presentació,No,Si,Si,Si,7,M’agradat :),"0,6666666667",Mala nota
6/2/2023 12:28,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),totes són falses,cal practicar tant moviments de mans com la presentació,Si,No,Si,No,10,"M'ha encantat el mag que ens ha tocat, ja que ho ha explicat molt bé tot.","0,6666666667",Mala nota
6/2/2023 12:28,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,pot ser explotada pels mags,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,No,"No, no m'agraden",Si,10,Els jocs que hem fet nosaltres,"0,8333333333",Bona nota
6/2/2023 12:28,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,"No, no m'agraden",Si,10,"M’ha agradat la manera en la que el mag s’ha expressa’t, la veritat és que tot ha quedat molt clar i ha estat molt simpàtic i pacient amb nosaltres ",1,Bona nota
6/2/2023 12:29,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,manipulen la nostra memòria,totes les anteriors són correctes,és molt limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",No,10,M'agradat tot,"0,5",Mala nota
6/2/2023 12:29,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,totes les anterior són certes,són un exemple de com no podem alterar la construcció del cervell,detecta els canvis quan es produeixen a poc a poc,és molt limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,6,Ma aburrit molt y me dormit una mica te que ser mes entretingut,"0,5",Mala nota
6/2/2023 12:29,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,Si,Si,9,M)ha agradar molt que ens expliquessin com fer màgia i m’ha agradat quedar sorpresa per els diferents trucs.,1,Bona nota
6/2/2023 12:29,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,manipulen la nostra memòria,totes les anteriors són correctes,és molt limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,No,"No, no m'agraden",Si,10,M’agradat tot.,"0,5",Mala nota
6/2/2023 12:29,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,totes les anterior són certes,són un exemple de com no podem alterar la construcció del cervell,totes les anteriors són correctes,és molt limitada,totes són falses,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,El Mag que a vingut era molt simpàtic i dibertit a fet que senpasin les 2 hores molt ràpid,"0,3333333333",Mala nota
6/2/2023 12:29,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,Si,Si,10,M’agradat molt fer jo mateix el truc de magia i entenderlo,"0,8333333333",Bona nota
6/2/2023 12:29,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Depende ,Més o menys,"No, no m'agraden",Si,8,Jdnsjsnsn,"0,8333333333",Bona nota
6/2/2023 12:29,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,M’ha agradat molt tot.,"0,8333333333",Bona nota
6/2/2023 12:29,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,Ha estat molt bé perquè els alumnes ens hem après un truc i després l’hem fet.,1,Bona nota
6/2/2023 12:30,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,totes són correctes,totes són falses,cal practicar tant moviments de mans com la presentació,Si,No,Si,Si,10,M’agradad molt ,"0,6666666667",Mala nota
6/2/2023 12:30,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,és molt limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,No,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,M’ha  agradat perquè el mag ha sigut molt pacient i he entès tot,"0,8333333333",Bona nota
6/2/2023 12:30,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,totes les anteriors són correctes,totes són correctes,totes són falses,cal practicar tant moviments de mans com la presentació,No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,M’agradat molt perquè el David era molt amable i pacient.,"0,6666666667",Mala nota
6/2/2023 12:30,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,Si,Si,10,"El mac va ser molt carismàtic, amable i pacient amb nosaltres. Els trucs de màgia eren increïbles.",1,Bona nota
6/2/2023 12:30,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,ens permet parar atenció a tot,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,David es una persona pacient I amable ,"0,8333333333",Bona nota
6/2/2023 12:34,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,totes són falses,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,M’ha agradat tot ha sigut molt divertit :),"0,8333333333",Bona nota
7/2/2023 09:54,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,No,"No, no m'agraden",Si,10,M’ha AGRADAT aprendre a fer màgia i veure com la fan.        La part que menys m’ha agradat ha sigut la part mes relacionada amb la ciència ,1,Bona nota
15/03/2023 16:54:29,Escola Guinardó,4t ESO,3r-4t ESO,Femení,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,Si,Si,9,tot be,"0,8333333333",Bona nota
15/03/2023 16:54:33,Escola Guinardó,4t ESO,3r-4t ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,Si,Si,8,esta guapo,"0,8333333333",Bona nota
15/03/2023 16:54:47,Escola Guinardó,4t ESO,3r-4t ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,detecta els canvis quan es produeixen a poc a poc,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,No,"No, m'agradaria però són molt difícils o no em veig capaç",No,8,Me gustan la capibaras ,"0,6666666667",Mala nota
